,cluster,week,day,hour,minute,wk_ago,day_ago,target
2828,0,38,3,16,10,20,20,10
2829,0,38,3,16,20,20,10,0
2830,0,38,3,16,30,10,20,10
2831,0,38,3,16,40,10,20,10
2832,0,38,3,16,50,10,30,0
2935,0,38,4,10,0,10,10,20
2936,0,38,4,10,10,10,10,50
2937,0,38,4,10,20,10,20,30
2938,0,38,4,10,30,10,20,30
2939,0,38,4,10,40,10,20,20
2940,0,38,4,10,50,10,30,10
2941,0,38,4,11,0,0,30,20
2942,0,38,4,11,10,0,0,10
2943,0,38,4,11,20,0,20,20
2944,0,38,4,11,30,0,20,30
2945,0,38,4,11,40,0,20,20
2946,0,38,4,11,50,10,20,30
2947,0,38,4,12,0,10,0,30
2948,0,38,4,12,10,10,0,10
2949,0,38,4,12,20,10,0,30
2950,0,38,4,12,30,10,0,30
2951,0,38,4,12,40,10,0,20
2952,0,38,4,12,50,20,0,30
2953,0,38,4,13,0,30,10,20
2954,0,38,4,13,10,10,10,20
2955,0,38,4,13,20,20,10,20
2956,0,38,4,13,30,20,30,50
2957,0,38,4,13,40,0,30,30
2958,0,38,4,13,50,0,20,20
2959,0,38,4,14,0,20,0,20
2960,0,38,4,14,10,10,0,60
2961,0,38,4,14,20,0,0,50
2962,0,38,4,14,30,10,0,50
2963,0,38,4,14,40,10,0,20
2964,0,38,4,14,50,10,0,20
2965,0,38,4,15,0,10,0,20
2966,0,38,4,15,10,10,0,30
2967,0,38,4,15,20,10,0,10
2968,0,38,4,15,30,10,0,20
2969,0,38,4,15,40,30,0,20
2970,0,38,4,15,50,10,0,10
2971,0,38,4,16,0,20,0,30
2972,0,38,4,16,10,10,10,30
2973,0,38,4,16,20,10,0,20
2974,0,38,4,16,30,10,10,20
2975,0,38,4,16,40,10,10,20
2976,0,38,4,16,50,10,0,20
3367,0,39,0,10,0,10,0,20
3368,0,39,0,10,10,30,0,10
3369,0,39,0,10,20,30,0,30
3370,0,39,0,10,30,10,0,50
3371,0,39,0,10,40,20,0,30
3372,0,39,0,10,50,10,0,30
3373,0,39,0,11,0,0,0,50
3374,0,39,0,11,10,0,0,20
3375,0,39,0,11,20,0,0,50
3376,0,39,0,11,30,0,0,60
3377,0,39,0,11,40,10,0,50
3378,0,39,0,11,50,10,0,50
3379,0,39,0,12,0,0,0,30
3380,0,39,0,12,10,20,0,30
3381,0,39,0,12,20,20,0,50
3382,0,39,0,12,30,20,0,50
3383,0,39,0,12,40,0,0,30
3384,0,39,0,12,50,0,0,20
3385,0,39,0,13,0,0,0,30
3386,0,39,0,13,10,10,0,70
3387,0,39,0,13,20,20,0,100
3388,0,39,0,13,30,10,0,30
3389,0,39,0,13,40,10,0,30
3390,0,39,0,13,50,30,0,30
3391,0,39,0,14,0,10,0,50
3392,0,39,0,14,10,10,0,50
3393,0,39,0,14,20,10,0,50
3394,0,39,0,14,30,10,0,60
3395,0,39,0,14,40,10,0,50
3396,0,39,0,14,50,0,0,50
3397,0,39,0,15,0,10,0,30
3398,0,39,0,15,10,20,0,50
3399,0,39,0,15,20,10,0,50
3400,0,39,0,15,30,50,0,50
3401,0,39,0,15,40,50,0,70
3402,0,39,0,15,50,50,0,50
3403,0,39,0,16,0,50,0,50
3404,0,39,0,16,10,60,0,70
3405,0,39,0,16,20,50,0,60
3406,0,39,0,16,30,30,0,50
3407,0,39,0,16,40,50,0,50
3408,0,39,0,16,50,30,0,60
3511,0,39,1,10,0,20,20,30
3512,0,39,1,10,10,20,10,30
3513,0,39,1,10,20,30,30,50
3514,0,39,1,10,30,20,50,60
3515,0,39,1,10,40,20,30,20
3516,0,39,1,10,50,20,30,70
3517,0,39,1,11,0,20,50,60
3518,0,39,1,11,10,10,20,20
3519,0,39,1,11,20,30,50,20
3520,0,39,1,11,30,20,60,20
3521,0,39,1,11,40,30,50,0
3522,0,39,1,11,50,20,50,10
3523,0,39,1,12,0,20,30,0
3524,0,39,1,12,10,20,30,10
3525,0,39,1,12,20,20,50,10
3526,0,39,1,12,30,20,50,30
3527,0,39,1,12,40,20,30,30
3528,0,39,1,12,50,20,20,30
3529,0,39,1,13,0,20,30,50
3530,0,39,1,13,10,10,70,30
3531,0,39,1,13,20,10,100,20
3532,0,39,1,13,30,10,30,30
3533,0,39,1,13,40,10,30,50
3534,0,39,1,13,50,10,30,30
3535,0,39,1,14,0,10,50,30
3536,0,39,1,14,10,20,50,30
3537,0,39,1,14,20,10,50,20
3538,0,39,1,14,30,20,60,30
3539,0,39,1,14,40,0,50,30
3540,0,39,1,14,50,0,50,30
3541,0,39,1,15,0,30,30,30
3542,0,39,1,15,10,20,50,30
3543,0,39,1,15,20,20,50,30
3544,0,39,1,15,30,20,50,50
3545,0,39,1,15,40,20,70,50
3546,0,39,1,15,50,20,50,50
3547,0,39,1,16,0,10,50,50
3548,0,39,1,16,10,10,70,30
3549,0,39,1,16,20,10,60,60
3550,0,39,1,16,30,10,50,30
3551,0,39,1,16,40,10,50,20
3552,0,39,1,16,50,20,60,20
3655,0,39,2,10,0,30,30,60
3656,0,39,2,10,10,20,30,60
3657,0,39,2,10,20,20,50,50
3658,0,39,2,10,30,30,60,60
3659,0,39,2,10,40,30,20,30
3660,0,39,2,10,50,50,70,30
3661,0,39,2,11,0,50,60,50
3662,0,39,2,11,10,20,20,30
3663,0,39,2,11,20,20,20,30
3664,0,39,2,11,30,10,20,10
3665,0,39,2,11,40,10,0,50
3666,0,39,2,11,50,20,10,20
3667,0,39,2,12,0,20,0,20
3668,0,39,2,12,10,20,10,0
3669,0,39,2,12,20,20,10,0
3670,0,39,2,12,30,20,30,0
3671,0,39,2,12,40,10,30,0
3672,0,39,2,12,50,20,30,20
3673,0,39,2,13,0,20,50,10
3674,0,39,2,13,10,10,30,10
3675,0,39,2,13,20,10,20,20
3676,0,39,2,13,30,10,30,20
3677,0,39,2,13,40,30,50,20
3678,0,39,2,13,50,30,30,50
3679,0,39,2,14,0,30,30,20
3680,0,39,2,14,10,30,30,10
3681,0,39,2,14,20,20,20,10
3682,0,39,2,14,30,30,30,20
3683,0,39,2,14,40,20,30,50
3684,0,39,2,14,50,20,30,50
3685,0,39,2,15,0,20,30,30
3686,0,39,2,15,10,20,30,30
3687,0,39,2,15,20,20,30,20
3688,0,39,2,15,30,10,50,30
3689,0,39,2,15,40,10,50,10
3690,0,39,2,15,50,10,50,20
3691,0,39,2,16,0,20,50,10
3692,0,39,2,16,10,20,30,30
3693,0,39,2,16,20,10,60,20
3694,0,39,2,16,30,20,30,20
3695,0,39,2,16,40,20,20,30
3696,0,39,2,16,50,30,20,20
3799,0,39,3,10,0,10,60,10
3800,0,39,3,10,10,10,60,0
3801,0,39,3,10,20,20,50,0
3802,0,39,3,10,30,20,60,10
3803,0,39,3,10,40,20,30,60
3804,0,39,3,10,50,30,30,30
3805,0,39,3,11,0,30,50,30
3806,0,39,3,11,10,0,30,30
3807,0,39,3,11,20,20,30,10
3808,0,39,3,11,30,20,10,20
3809,0,39,3,11,40,20,50,20
3810,0,39,3,11,50,20,20,20
3811,0,39,3,12,0,0,20,10
3812,0,39,3,12,10,0,0,0
3813,0,39,3,12,20,0,0,0
3814,0,39,3,12,30,0,0,0
3815,0,39,3,12,40,0,0,20
3816,0,39,3,12,50,0,20,20
3817,0,39,3,13,0,10,10,10
3818,0,39,3,13,10,10,10,10
3819,0,39,3,13,20,10,20,10
3820,0,39,3,13,30,30,20,30
3821,0,39,3,13,40,30,20,10
3822,0,39,3,13,50,20,50,10
3823,0,39,3,14,0,0,20,10
3824,0,39,3,14,10,0,10,20
3825,0,39,3,14,20,0,10,20
3826,0,39,3,14,30,0,20,50
3827,0,39,3,14,40,0,50,30
3828,0,39,3,14,50,0,50,50
3829,0,39,3,15,0,0,30,50
3830,0,39,3,15,10,0,30,50
3831,0,39,3,15,20,0,20,50
3832,0,39,3,15,30,0,30,10
3833,0,39,3,15,40,0,10,30
3834,0,39,3,15,50,0,20,20
3835,0,39,3,16,0,0,10,20
3836,0,39,3,16,10,10,30,20
3837,0,39,3,16,20,0,20,30
3838,0,39,3,16,30,10,20,20
3839,0,39,3,16,40,10,30,20
3840,0,39,3,16,50,0,20,10
3943,0,39,4,10,0,20,10,0
3944,0,39,4,10,10,50,0,0
3945,0,39,4,10,20,30,0,0
3946,0,39,4,10,30,30,10,0
3947,0,39,4,10,40,20,60,0
3948,0,39,4,10,50,10,30,0
3949,0,39,4,11,0,20,30,0
3950,0,39,4,11,10,10,30,0
3951,0,39,4,11,20,20,10,0
3952,0,39,4,11,30,30,20,0
3953,0,39,4,11,40,20,20,0
3954,0,39,4,11,50,30,20,0
3955,0,39,4,12,0,30,10,0
3956,0,39,4,12,10,10,0,0
3957,0,39,4,12,20,30,0,0
3958,0,39,4,12,30,30,0,0
3959,0,39,4,12,40,20,20,0
3960,0,39,4,12,50,30,20,0
3961,0,39,4,13,0,20,10,0
3962,0,39,4,13,10,20,10,0
3963,0,39,4,13,20,20,10,0
3964,0,39,4,13,30,50,30,0
3965,0,39,4,13,40,30,10,0
3966,0,39,4,13,50,20,10,0
3967,0,39,4,14,0,20,10,0
3968,0,39,4,14,10,60,20,0
3969,0,39,4,14,20,50,20,0
3970,0,39,4,14,30,50,50,0
3971,0,39,4,14,40,20,30,0
3972,0,39,4,14,50,20,50,0
3973,0,39,4,15,0,20,50,0
3974,0,39,4,15,10,30,50,0
3975,0,39,4,15,20,10,50,0
3976,0,39,4,15,30,20,10,0
3977,0,39,4,15,40,20,30,0
3978,0,39,4,15,50,10,20,0
3979,0,39,4,16,0,30,20,0
3980,0,39,4,16,10,30,20,0
3981,0,39,4,16,20,20,30,0
3982,0,39,4,16,30,20,20,0
3983,0,39,4,16,40,20,20,0
3984,0,39,4,16,50,20,10,0
4375,0,40,0,10,0,20,10,50
4376,0,40,0,10,10,10,10,50
4377,0,40,0,10,20,30,10,20
4378,0,40,0,10,30,50,20,50
4379,0,40,0,10,40,30,20,30
4380,0,40,0,10,50,30,10,50
4381,0,40,0,11,0,50,10,20
4382,0,40,0,11,10,20,20,50
4383,0,40,0,11,20,50,20,50
4384,0,40,0,11,30,60,10,50
4385,0,40,0,11,40,50,30,60
4386,0,40,0,11,50,50,0,60
4387,0,40,0,12,0,30,0,80
4388,0,40,0,12,10,30,0,80
4389,0,40,0,12,20,50,10,60
4390,0,40,0,12,30,50,30,30
4391,0,40,0,12,40,30,20,60
4392,0,40,0,12,50,20,20,50
4393,0,40,0,13,0,30,30,50
4394,0,40,0,13,10,70,20,50
4395,0,40,0,13,20,100,20,30
4396,0,40,0,13,30,30,10,60
4397,0,40,0,13,40,30,20,70
4398,0,40,0,13,50,30,20,60
4399,0,40,0,14,0,50,20,60
4400,0,40,0,14,10,50,10,30
4401,0,40,0,14,20,50,10,30
4402,0,40,0,14,30,60,10,50
4403,0,40,0,14,40,50,20,60
4404,0,40,0,14,50,50,30,60
4405,0,40,0,15,0,30,20,50
4406,0,40,0,15,10,50,0,30
4407,0,40,0,15,20,50,10,60
4408,0,40,0,15,30,50,10,50
4409,0,40,0,15,40,70,30,50
4410,0,40,0,15,50,50,20,20
4411,0,40,0,16,0,50,10,30
4412,0,40,0,16,10,70,10,20
4413,0,40,0,16,20,60,10,20
4414,0,40,0,16,30,50,10,50
4415,0,40,0,16,40,50,10,30
4416,0,40,0,16,50,60,10,30
4519,0,40,1,10,0,30,50,30
4520,0,40,1,10,10,30,50,20
4521,0,40,1,10,20,50,20,20
4522,0,40,1,10,30,60,50,10
4523,0,40,1,10,40,20,30,10
4524,0,40,1,10,50,70,50,20
4525,0,40,1,11,0,60,20,20
4526,0,40,1,11,10,20,50,30
4527,0,40,1,11,20,20,50,20
4528,0,40,1,11,30,20,50,10
4529,0,40,1,11,40,0,60,20
4530,0,40,1,11,50,10,60,10
4531,0,40,1,12,0,0,80,10
4532,0,40,1,12,10,10,80,10
4533,0,40,1,12,20,10,60,20
4534,0,40,1,12,30,30,30,10
4535,0,40,1,12,40,30,60,20
4536,0,40,1,12,50,30,50,10
4537,0,40,1,13,0,50,50,20
4538,0,40,1,13,10,30,50,0
4539,0,40,1,13,20,20,30,10
4540,0,40,1,13,30,30,60,10
4541,0,40,1,13,40,50,70,10
4542,0,40,1,13,50,30,60,10
4543,0,40,1,14,0,30,60,20
4544,0,40,1,14,10,30,30,10
4545,0,40,1,14,20,20,30,10
4546,0,40,1,14,30,30,50,20
4547,0,40,1,14,40,30,60,20
4548,0,40,1,14,50,30,60,20
4549,0,40,1,15,0,30,50,10
4550,0,40,1,15,10,30,30,10
4551,0,40,1,15,20,30,60,20
4552,0,40,1,15,30,50,50,10
4553,0,40,1,15,40,50,50,10
4554,0,40,1,15,50,50,20,20
4555,0,40,1,16,0,50,30,30
4556,0,40,1,16,10,30,20,10
4557,0,40,1,16,20,60,20,20
4558,0,40,1,16,30,30,50,20
4559,0,40,1,16,40,20,30,10
4560,0,40,1,16,50,20,30,20
4663,0,40,2,10,0,60,30,20
4664,0,40,2,10,10,60,20,10
4665,0,40,2,10,20,50,20,20
4666,0,40,2,10,30,60,10,50
4667,0,40,2,10,40,30,10,30
4668,0,40,2,10,50,30,20,50
4669,0,40,2,11,0,50,20,60
4670,0,40,2,11,10,30,30,20
4671,0,40,2,11,20,30,20,10
4672,0,40,2,11,30,10,10,30
4673,0,40,2,11,40,50,20,30
4674,0,40,2,11,50,20,10,30
4675,0,40,2,12,0,20,10,30
4676,0,40,2,12,10,0,10,10
4677,0,40,2,12,20,0,20,20
4678,0,40,2,12,30,0,10,10
4679,0,40,2,12,40,0,20,20
4680,0,40,2,12,50,20,10,20
4681,0,40,2,13,0,10,20,30
4682,0,40,2,13,10,10,0,20
4683,0,40,2,13,20,20,10,20
4684,0,40,2,13,30,20,10,20
4685,0,40,2,13,40,20,10,20
4686,0,40,2,13,50,50,10,10
4687,0,40,2,14,0,20,20,10
4688,0,40,2,14,10,10,10,20
4689,0,40,2,14,20,10,10,20
4690,0,40,2,14,30,20,20,30
4691,0,40,2,14,40,50,20,20
4692,0,40,2,14,50,50,20,20
4693,0,40,2,15,0,30,10,30
4694,0,40,2,15,10,30,10,50
4695,0,40,2,15,20,20,20,50
4696,0,40,2,15,30,30,10,20
4697,0,40,2,15,40,10,10,30
4698,0,40,2,15,50,20,20,30
4699,0,40,2,16,0,10,30,30
4700,0,40,2,16,10,30,10,50
4701,0,40,2,16,20,20,20,20
4702,0,40,2,16,30,20,20,20
4703,0,40,2,16,40,30,10,20
4704,0,40,2,16,50,20,20,50
4807,0,40,3,10,0,10,20,50
4808,0,40,3,10,10,0,10,60
4809,0,40,3,10,20,0,20,70
4810,0,40,3,10,30,10,50,30
4811,0,40,3,10,40,60,30,30
4812,0,40,3,10,50,30,50,50
4813,0,40,3,11,0,30,60,20
4814,0,40,3,11,10,30,20,20
4815,0,40,3,11,20,10,10,10
4816,0,40,3,11,30,20,30,20
4817,0,40,3,11,40,20,30,10
4818,0,40,3,11,50,20,30,30
4819,0,40,3,12,0,10,30,30
4820,0,40,3,12,10,0,10,30
4821,0,40,3,12,20,0,20,50
4822,0,40,3,12,30,0,10,60
4823,0,40,3,12,40,20,20,30
4824,0,40,3,12,50,20,20,20
4825,0,40,3,13,0,10,30,30
4826,0,40,3,13,10,10,20,30
4827,0,40,3,13,20,10,20,30
4828,0,40,3,13,30,30,20,70
4829,0,40,3,13,40,10,20,60
4830,0,40,3,13,50,10,10,70
4831,0,40,3,14,0,10,10,20
4832,0,40,3,14,10,20,20,20
4833,0,40,3,14,20,20,20,50
4834,0,40,3,14,30,50,30,60
4835,0,40,3,14,40,30,20,30
4836,0,40,3,14,50,50,20,50
4837,0,40,3,15,0,50,30,60
4838,0,40,3,15,10,50,50,30
4839,0,40,3,15,20,50,50,50
4840,0,40,3,15,30,10,20,50
4841,0,40,3,15,40,30,30,50
4842,0,40,3,15,50,20,30,60
4843,0,40,3,16,0,20,30,60
4844,0,40,3,16,10,20,50,50
4845,0,40,3,16,20,30,20,20
4846,0,40,3,16,30,20,20,50
4847,0,40,3,16,40,20,20,50
4848,0,40,3,16,50,10,50,30
4951,0,40,4,10,0,0,50,10
4952,0,40,4,10,10,0,60,10
4953,0,40,4,10,20,0,70,10
4954,0,40,4,10,30,0,30,20
4955,0,40,4,10,40,0,30,20
4956,0,40,4,10,50,0,50,10
4957,0,40,4,11,0,0,20,10
4958,0,40,4,11,10,0,20,20
4959,0,40,4,11,20,0,10,20
4960,0,40,4,11,30,0,20,10
4961,0,40,4,11,40,0,10,30
4962,0,40,4,11,50,0,30,0
4963,0,40,4,12,0,0,30,0
4964,0,40,4,12,10,0,30,0
4965,0,40,4,12,20,0,50,10
4966,0,40,4,12,30,0,60,30
4967,0,40,4,12,40,0,30,20
4968,0,40,4,12,50,0,20,20
4969,0,40,4,13,0,0,30,30
4970,0,40,4,13,10,0,30,20
4971,0,40,4,13,20,0,30,20
4972,0,40,4,13,30,0,70,10
4973,0,40,4,13,40,0,60,20
4974,0,40,4,13,50,0,70,20
4975,0,40,4,14,0,0,20,20
4976,0,40,4,14,10,0,20,10
4977,0,40,4,14,20,0,50,10
4978,0,40,4,14,30,0,60,10
4979,0,40,4,14,40,0,30,20
4980,0,40,4,14,50,0,50,30
4981,0,40,4,15,0,0,60,20
4982,0,40,4,15,10,0,30,0
4983,0,40,4,15,20,0,50,10
4984,0,40,4,15,30,0,50,10
4985,0,40,4,15,40,0,50,30
4986,0,40,4,15,50,0,60,20
4987,0,40,4,16,0,0,60,10
4988,0,40,4,16,10,0,50,10
4989,0,40,4,16,20,0,20,10
4990,0,40,4,16,30,0,50,10
4991,0,40,4,16,40,0,50,10
4992,0,40,4,16,50,0,30,10
5325,1,34,2,10,0,30,40,30
5326,1,34,2,10,10,30,50,30
5327,1,34,2,10,20,30,50,50
5328,1,34,2,10,30,50,10,30
5329,1,34,2,10,40,50,10,30
5330,1,34,2,10,50,50,30,30
5331,1,34,2,11,0,30,40,30
5332,1,34,2,11,10,30,50,30
5333,1,34,2,11,20,10,60,30
5334,1,34,2,11,30,10,60,30
5335,1,34,2,11,40,20,40,0
5336,1,34,2,11,50,30,40,0
5337,1,34,2,12,0,50,30,30
5338,1,34,2,12,10,50,0,30
5339,1,34,2,12,20,50,10,50
5340,1,34,2,12,30,30,30,30
5341,1,34,2,12,40,50,50,30
5342,1,34,2,12,50,50,20,30
5343,1,34,2,13,0,30,20,0
5344,1,34,2,13,10,30,10,0
5345,1,34,2,13,20,30,20,0
5346,1,34,2,13,30,30,30,10
5347,1,34,2,13,40,10,80,10
5348,1,34,2,13,50,80,80,50
5349,1,34,2,14,0,80,50,30
5350,1,34,2,14,10,50,40,0
5351,1,34,2,14,20,60,40,30
5352,1,34,2,14,30,70,70,30
5353,1,34,2,14,40,30,80,0
5354,1,34,2,14,50,30,60,0
5355,1,34,2,15,0,30,60,0
5356,1,34,2,15,10,30,40,10
5357,1,34,2,15,20,30,30,10
5358,1,34,2,15,30,30,20,20
5359,1,34,2,15,40,30,10,30
5360,1,34,2,15,50,30,40,30
5361,1,34,2,16,0,30,30,30
5362,1,34,2,16,10,10,50,0
5363,1,34,2,16,20,10,60,0
5364,1,34,2,16,30,50,30,30
5365,1,34,2,16,40,10,30,30
5366,1,34,2,16,50,30,40,10
5466,1,34,3,10,0,30,30,10
5467,1,34,3,10,10,50,30,10
5468,1,34,3,10,20,50,50,30
5469,1,34,3,10,30,10,30,10
5470,1,34,3,10,40,30,30,10
5471,1,34,3,10,50,30,30,10
5472,1,34,3,11,0,10,30,10
5473,1,34,3,11,10,10,30,30
5474,1,34,3,11,20,0,30,30
5475,1,34,3,11,30,0,30,30
5476,1,34,3,11,40,0,0,30
5477,1,34,3,11,50,10,0,30
5478,1,34,3,12,0,30,30,60
5479,1,34,3,12,10,10,30,30
5480,1,34,3,12,20,0,50,30
5481,1,34,3,12,30,0,30,30
5482,1,34,3,12,40,30,30,30
5483,1,34,3,12,50,50,30,60
5484,1,34,3,13,0,10,0,80
5485,1,34,3,13,10,10,0,10
5486,1,34,3,13,20,10,0,10
5487,1,34,3,13,30,30,10,30
5488,1,34,3,13,40,30,10,30
5489,1,34,3,13,50,10,50,50
5490,1,34,3,14,0,10,30,50
5491,1,34,3,14,10,10,0,30
5492,1,34,3,14,20,30,30,30
5493,1,34,3,14,30,10,30,30
5494,1,34,3,14,40,10,0,50
5495,1,34,3,14,50,10,0,30
5496,1,34,3,15,0,30,0,10
5497,1,34,3,15,10,20,10,10
5498,1,34,3,15,20,10,10,10
5499,1,34,3,15,30,0,20,30
5500,1,34,3,15,40,10,30,30
5501,1,34,3,15,50,0,30,0
5502,1,34,3,16,0,10,30,0
5503,1,34,3,16,10,30,0,0
5504,1,34,3,16,20,10,0,0
5505,1,34,3,16,30,30,30,10
5506,1,34,3,16,40,50,30,10
5507,1,34,3,16,50,20,10,30
5610,1,34,4,10,0,10,10,10
5611,1,34,4,10,10,30,10,0
5612,1,34,4,10,20,50,30,0
5613,1,34,4,10,30,0,10,0
5614,1,34,4,10,40,0,10,0
5615,1,34,4,10,50,0,10,20
5616,1,34,4,11,0,0,10,10
5617,1,34,4,11,10,0,30,0
5618,1,34,4,11,20,0,30,0
5619,1,34,4,11,30,0,30,0
5620,1,34,4,11,40,10,30,0
5621,1,34,4,11,50,0,30,0
5622,1,34,4,12,0,30,60,0
5623,1,34,4,12,10,10,30,10
5624,1,34,4,12,20,30,30,0
5625,1,34,4,12,30,0,30,10
5626,1,34,4,12,40,0,30,10
5627,1,34,4,12,50,0,60,30
5628,1,34,4,13,0,30,80,30
5629,1,34,4,13,10,50,10,30
5630,1,34,4,13,20,10,10,50
5631,1,34,4,13,30,30,30,50
5632,1,34,4,13,40,30,30,30
5633,1,34,4,13,50,10,50,30
5634,1,34,4,14,0,50,50,30
5635,1,34,4,14,10,30,30,10
5636,1,34,4,14,20,30,30,30
5637,1,34,4,14,30,10,30,30
5638,1,34,4,14,40,50,50,30
5639,1,34,4,14,50,10,30,30
5640,1,34,4,15,0,60,10,0
5641,1,34,4,15,10,80,10,0
5642,1,34,4,15,20,60,10,0
5643,1,34,4,15,30,30,30,0
5644,1,34,4,15,40,30,30,0
5645,1,34,4,15,50,30,0,0
5646,1,34,4,16,0,50,0,10
5647,1,34,4,16,10,10,0,10
5648,1,34,4,16,20,30,0,30
5649,1,34,4,16,30,100,10,0
5650,1,34,4,16,40,60,10,10
5651,1,34,4,16,50,60,30,10
6042,1,35,0,10,0,30,80,0
6043,1,35,0,10,10,30,50,10
6044,1,35,0,10,20,60,50,30
6045,1,35,0,10,30,20,50,30
6046,1,35,0,10,40,30,30,10
6047,1,35,0,10,50,10,50,30
6048,1,35,0,11,0,0,30,30
6049,1,35,0,11,10,0,10,30
6050,1,35,0,11,20,30,0,0
6051,1,35,0,11,30,30,0,0
6052,1,35,0,11,40,50,10,0
6053,1,35,0,11,50,50,30,0
6054,1,35,0,12,0,30,0,30
6055,1,35,0,12,10,40,0,10
6056,1,35,0,12,20,30,30,30
